product_id,variation_id,product_name,variation_name,parent_sku,variation_sku,price_vnd,stock,gtin,variation_image,source_note
2978367574,36405056528,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Đen,180cm",,2978367574-14,80000,99,,https://cf.shopee.vn/file/6e8567b1280d005b5bb3245a3b301ebd,Gom từ file Shopee sales_info
2978367574,36405056505,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Tím Oải Hương,160cm",,2978367574-15,80000,99,,https://cf.shopee.vn/file/71d99083c84cb386560c180b3cf15a77,Gom từ file Shopee sales_info
2978367574,36405056531,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Hồng Rose,140cm",,2978367574-16,80000,99,,https://cf.shopee.vn/file/1edbc1a0de849ae741111ecb77bc9abf,Gom từ file Shopee sales_info
2978367574,36405056525,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Đen,160cm",,2978367574-17,80000,99,,https://cf.shopee.vn/file/6e8567b1280d005b5bb3245a3b301ebd,Gom từ file Shopee sales_info
2978367574,36405056526,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Trắng,160cm",,2978367574-18,80000,99,,https://cf.shopee.vn/file/124c6b8043966be056e291840b72f2fd,Gom từ file Shopee sales_info
2978367574,36405056519,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Tím Oải Hương,180cm",,2978367574-19,80000,99,,https://cf.shopee.vn/file/71d99083c84cb386560c180b3cf15a77,Gom từ file Shopee sales_info
2978367574,36405056538,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Đỏ,160cm",,2978367574-20,80000,99,,https://cf.shopee.vn/file/252c6e3bad79c1dca18e86dac1f4e6d8,Gom từ file Shopee sales_info
2978367574,36405056510,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Hồng Sakura,180cm",,2978367574-21,80000,99,,https://cf.shopee.vn/file/50f1dac7d1d82b77aa15017b8d014993,Gom từ file Shopee sales_info
2978367574,36405056520,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xám Nhạt,160cm",,2978367574-22,80000,99,,https://cf.shopee.vn/file/8413ccc04943c82f0b8cb085af8a315f,Gom từ file Shopee sales_info
2978367574,36405056523,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Bơ,160cm",,2978367574-23,80000,99,,https://cf.shopee.vn/file/d7ca3ddf2b68ee5986f78d04286ac85b,Gom từ file Shopee sales_info
2978367574,36405056529,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Vàng Union,140cm",,2978367574-24,80000,99,,https://cf.shopee.vn/file/23536928dba568dc2c52b47c8297f8b9,Gom từ file Shopee sales_info
2978367574,36405056513,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Royal,140cm",,2978367574-25,80000,99,,https://cf.shopee.vn/file/bd525c358042b1e7ffdfec9a4a4ccc28,Gom từ file Shopee sales_info
2978367574,36405056521,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Vàng Union,180cm",,2978367574-26,80000,99,,https://cf.shopee.vn/file/23536928dba568dc2c52b47c8297f8b9,Gom từ file Shopee sales_info
2978367574,36405056511,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xám Nhạt,140cm",,2978367574-27,80000,99,,https://cf.shopee.vn/file/8413ccc04943c82f0b8cb085af8a315f,Gom từ file Shopee sales_info
2978367574,36405056545,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Trắng,140cm",,2978367574-28,80000,99,,https://cf.shopee.vn/file/124c6b8043966be056e291840b72f2fd,Gom từ file Shopee sales_info
2978367574,36405056527,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Bơ,140cm",,2978367574-29,80000,99,,https://cf.shopee.vn/file/d7ca3ddf2b68ee5986f78d04286ac85b,Gom từ file Shopee sales_info
2978367574,36405056522,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Royal,160cm",,2978367574-30,80000,99,,https://cf.shopee.vn/file/bd525c358042b1e7ffdfec9a4a4ccc28,Gom từ file Shopee sales_info
2978367574,36405056524,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Bảng Màu Ib chọn,160cm",,2978367574-31,80000,99,,https://cf.shopee.vn/file/a37d3c9058ff9156ecd68e34416e7755,Gom từ file Shopee sales_info
2978367574,36405056536,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Bơ,180cm",,2978367574-32,80000,99,,https://cf.shopee.vn/file/d7ca3ddf2b68ee5986f78d04286ac85b,Gom từ file Shopee sales_info
2978367574,36405056534,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Royal,180cm",,2978367574-33,80000,99,,https://cf.shopee.vn/file/bd525c358042b1e7ffdfec9a4a4ccc28,Gom từ file Shopee sales_info
2978367574,36405056541,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Vàng Kem,140cm",,2978367574-34,80000,99,,https://cf.shopee.vn/file/d91e6fa2f219b8c04394d42a85a73ee0,Gom từ file Shopee sales_info
2978367574,36405056546,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Hồng Sakura,160cm",,2978367574-35,80000,99,,https://cf.shopee.vn/file/50f1dac7d1d82b77aa15017b8d014993,Gom từ file Shopee sales_info
2978367574,36405056532,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Hồng Rose,180cm",,2978367574-36,80000,99,,https://cf.shopee.vn/file/1edbc1a0de849ae741111ecb77bc9abf,Gom từ file Shopee sales_info
2978367574,36405056537,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Xanh Lam,180cm",,2978367574-37,80000,99,,https://cf.shopee.vn/file/94485db03fc5ab771103730f569bc5f9,Gom từ file Shopee sales_info
2978367574,36405056533,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Vàng Union,160cm",,2978367574-38,80000,99,,https://cf.shopee.vn/file/23536928dba568dc2c52b47c8297f8b9,Gom từ file Shopee sales_info
2978367574,36405056515,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Đen,140cm",,2978367574-39,80000,99,,https://cf.shopee.vn/file/6e8567b1280d005b5bb3245a3b301ebd,Gom từ file Shopee sales_info
2978367574,36405056512,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Vàng Kem,160cm",,2978367574-40,80000,99,,https://cf.shopee.vn/file/d91e6fa2f219b8c04394d42a85a73ee0,Gom từ file Shopee sales_info
2978367574,36405056518,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Bảng Màu Ib chọn,140cm",,2978367574-41,80000,99,,https://cf.shopee.vn/file/a37d3c9058ff9156ecd68e34416e7755,Gom từ file Shopee sales_info
2978367574,36405056539,"Dây Giày OFFWHITE ""SHOELACES"" Phiên Bản Hologram- Dây Giày Độc Quyền Memolaces","Đỏ,180cm",,2978367574-42,80000,99,,https://cf.shopee.vn/file/252c6e3bad79c1dca18e86dac1f4e6d8,Gom từ file Shopee sales_info
3068957234,66191379861,Dây Giày Loang Màu Tie Dye Green Dùng Cho AF1 AJ1,,DGTIE02S1M4,DGTIE02S1M4,80000,99,,,Gom từ file Shopee sales_info
3250994293,51149985569,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,1 Heo ngủ,,3250994293-1,20000,99,,https://cf.shopee.vn/file/b8164fca69239412aa1ce8ecc1b05f25,Gom từ file Shopee sales_info
3250994293,54493251037,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,2 gấu xanh,,3250994293-2,20000,99,,https://cf.shopee.vn/file/c7fe43c4eb76606e0b20bb37e6a9b49b,Gom từ file Shopee sales_info
3250994293,54493251038,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,2 Dải sắc màu,,3250994293-3,20000,99,,https://cf.shopee.vn/file/f279325393b281f3eb4834acf4415a7f,Gom từ file Shopee sales_info
3250994293,54493251039,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,2 Thỏ hồng,,3250994293-4,20000,99,,https://cf.shopee.vn/file/e3c83d3bf22ccc84aef5692d4ac543df,Gom từ file Shopee sales_info
3250994293,70886905357,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,2Rainbow tinh nghịch,,3250994293-5,20000,99,,https://cf.shopee.vn/file/682a4d21b04fbe4531989258ae05b3b9,Gom từ file Shopee sales_info
3250994293,70886905358,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,1 Heo đáng yêu,,3250994293-6,20000,99,,https://cf.shopee.vn/file/3c7079cfa531f1ac22cf6dcb56a0f986,Gom từ file Shopee sales_info
3250994293,70886905359,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,2 Thiên nga xanh,,3250994293-7,20000,99,,https://cf.shopee.vn/file/84fb23c56bd3f0982d55313dcfa6288e,Gom từ file Shopee sales_info
3250994293,70886905360,Sticker Trang Trí Giày Phụ kiện nhiều mẫu,2 Thiên nga hồng,,3250994293-8,20000,99,,https://cf.shopee.vn/file/26262f3901df01ceedd5b92c8eecd045,Gom từ file Shopee sales_info
3551089342,30898398085,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Xanh Dương,Lẻ 1 chiếc",HOACOLOR,HOACOLOR-Xanh Dương-Lẻ 1 chiếc,20000,99,,https://cf.shopee.vn/file/52ea3a93af72adead474ad0df637488d,Gom từ file Shopee sales_info
3551089342,30898398086,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Xanh Dương,1 Cặp",HOACOLOR,HOACOLOR-Xanh Dương-1 Cặp,40000,99,,https://cf.shopee.vn/file/52ea3a93af72adead474ad0df637488d,Gom từ file Shopee sales_info
3551089342,30898398087,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Tím,Lẻ 1 chiếc",HOACOLOR,HOACOLOR-Tím-Lẻ 1 chiếc,20000,99,,https://cf.shopee.vn/file/b3f9b8ace61bb41c94d66b6bf65548b8,Gom từ file Shopee sales_info
3551089342,30898398080,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Tím,1 Cặp",HOACOLOR,HOACOLOR-Tím-1 Cặp,40000,99,,https://cf.shopee.vn/file/b3f9b8ace61bb41c94d66b6bf65548b8,Gom từ file Shopee sales_info
3551089342,30898398081,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Hồng,Lẻ 1 chiếc",HOACOLOR,HOACOLOR-Hồng-Lẻ 1 chiếc,20000,99,,https://cf.shopee.vn/file/957fd889552b379ad95d987180b5741e,Gom từ file Shopee sales_info
3551089342,30898398082,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Hồng,1 Cặp",HOACOLOR,HOACOLOR-Hồng-1 Cặp,40000,99,,https://cf.shopee.vn/file/957fd889552b379ad95d987180b5741e,Gom từ file Shopee sales_info
3551089342,30898398083,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Xanh Lá,Lẻ 1 chiếc",HOACOLOR,HOACOLOR-Xanh Lá-Lẻ 1 chiếc,20000,99,,https://cf.shopee.vn/file/04ee110737576e7a6cedf4e58dccb683,Gom từ file Shopee sales_info
3551089342,30898398084,Phụ Kiện Custom Giày- Hoa Treo Giày Màu Sắc,"Xanh Lá,1 Cặp",HOACOLOR,HOACOLOR-Xanh Lá-1 Cặp,40000,99,,https://cf.shopee.vn/file/04ee110737576e7a6cedf4e58dccb683,Gom từ file Shopee sales_info
3591804515,85265080355,Dây Giày Nhiều Màu Sắc Just Do It Dạ Quang Have A Good Game,120cm,DCDAQUANG04M,DCDAQUANG04M-120cm,80000,99,,,Gom từ file Shopee sales_info
3591804515,110618097430,Dây Giày Nhiều Màu Sắc Just Do It Dạ Quang Have A Good Game,140cm,DCDAQUANG04M,DCDAQUANG04M-140cm,80000,99,,,Gom từ file Shopee sales_info
3591804515,110618097431,Dây Giày Nhiều Màu Sắc Just Do It Dạ Quang Have A Good Game,160cm,DCDAQUANG04M,DCDAQUANG04M-160cm,90000,99,,,Gom từ file Shopee sales_info
3651006426,60892362183,Sticker Custom Trang Trí Giày Ngôi Sao Tia Sáng - Custom AF1 AJ1,2 Sao Vàng,,3651006426-1,20000,99,,https://cf.shopee.vn/file/004f45fee8fe3fa513ce27a944e295c1,Gom từ file Shopee sales_info
3651006426,60892362184,Sticker Custom Trang Trí Giày Ngôi Sao Tia Sáng - Custom AF1 AJ1,2 Sao Xanh Green,,3651006426-2,20000,99,,https://cf.shopee.vn/file/d8455b3be74a18c3e544cb5dc697e2b3,Gom từ file Shopee sales_info
3651006426,50892362281,Sticker Custom Trang Trí Giày Ngôi Sao Tia Sáng - Custom AF1 AJ1,2 sao Hồng,,3651006426-3,20000,99,,https://cf.shopee.vn/file/e901f0f092b775ec96f405ac397ada28,Gom từ file Shopee sales_info
3651006426,50892362282,Sticker Custom Trang Trí Giày Ngôi Sao Tia Sáng - Custom AF1 AJ1,2 Sao  Xanh Dương,,3651006426-4,20000,99,,https://cf.shopee.vn/file/e28d62e9a9b8ce2123ebb9dca434a2e7,Gom từ file Shopee sales_info
3651006426,60892362182,Sticker Custom Trang Trí Giày Ngôi Sao Tia Sáng - Custom AF1 AJ1,2 Sao Bạc,,3651006426-5,20000,99,,https://cf.shopee.vn/file/c182eda970ffcb8ce3f8dad287eaa4bf,Gom từ file Shopee sales_info
3750914404,30886401274,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Sao chổi,,3750914404-1,20000,99,,https://cf.shopee.vn/file/sg-11134201-23020-wltvvlpoufnve6,Gom từ file Shopee sales_info
3750914404,156653005264,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Combo trăng sao 6,,3750914404-2,35000,99,,https://cf.shopee.vn/file/vn-11134201-23020-l6oar19bvvnvd2,Gom từ file Shopee sales_info
3750914404,156653005263,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",combo 4 sao,,3750914404-3,25000,99,,https://cf.shopee.vn/file/vn-11134201-23020-6gbfl42bvvnvda,Gom từ file Shopee sales_info
3750914404,220928495817,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Huy hiệu lớn,,3750914404-4,30000,99,,https://cf.shopee.vn/file/sg-11134201-23020-h9go3a4s7fnvbe,Gom từ file Shopee sales_info
3750914404,170073581532,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Tim Bay,,3750914404-5,20000,99,,https://cf.shopee.vn/file/d412c15165b82632fa823e7577ba3549,Gom từ file Shopee sales_info
3750914404,156653005261,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Combo 4 sao rỗng,,3750914404-6,25000,99,,https://cf.shopee.vn/file/vn-11134201-23020-pch1go50uvnv98,Gom từ file Shopee sales_info
3750914404,156653005262,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",combo sao mix 8,,3750914404-7,45000,99,,https://cf.shopee.vn/file/vn-11134201-23020-vfilkldcvvnv1a,Gom từ file Shopee sales_info
3750914404,30886401275,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Sao chổi phẳng,,3750914404-8,20000,99,,https://cf.shopee.vn/file/sg-11134201-23020-a5akyluoufnv21,Gom từ file Shopee sales_info
3750914404,220928495818,"Sticker Custom Giày Ngôi Sao Sắc Màu,Nhãn dán vải AF1AJ1 -  Memo Custom",Huy hiệu nhỏ,,3750914404-9,25000,99,,https://cf.shopee.vn/file/sg-11134201-23020-cgxr6c0s7fnv55,Gom từ file Shopee sales_info
3828599336,162536171961,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 tags hoa đỏ,,3828599336-1,50000,99,,https://cf.shopee.vn/file/a7f14ebcdbabb6a2160fe8a225a0fa00,Gom từ file Shopee sales_info
3828599336,162536171963,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 tag treo full cánh,,3828599336-2,50000,99,,https://cf.shopee.vn/file/d78700305d116a73cf143ff5746be75f,Gom từ file Shopee sales_info
3828599336,162536171960,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 HH hoa mặt trời,,3828599336-3,50000,99,,https://cf.shopee.vn/file/9a8527859f23efb521e5e9e72e99c3c9,Gom từ file Shopee sales_info
3828599336,16213885177,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 nút Daisy ĐEN,,3828599336-4,65000,99,,https://cf.shopee.vn/file/762324aa0ca743c7dea35fb4c1dda165,Gom từ file Shopee sales_info
3828599336,162536171964,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 tags hoa mặt trời,,3828599336-5,50000,99,,https://cf.shopee.vn/file/5610f66fee7df92d42bb95a16f5692af,Gom từ file Shopee sales_info
3828599336,162536171966,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 tags hoa vàng,,3828599336-6,50000,99,,https://cf.shopee.vn/file/5a65c202d15be91140a0a570bba5d6d4,Gom từ file Shopee sales_info
3828599336,172529846466,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 HH Đá PMO,,3828599336-7,65000,99,,https://cf.shopee.vn/file/251163144b0f5b2a99b600bd1679ec5e,Gom từ file Shopee sales_info
3828599336,172529846465,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 HH Cúc Đen,,3828599336-8,65000,99,,https://cf.shopee.vn/file/978a7fef88b388263c4b23bc02eb7df8,Gom từ file Shopee sales_info
3828599336,162536171965,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,Dây Trắng 2.0,,3828599336-9,65000,99,,https://cf.shopee.vn/file/99c537f6c22f98910bdb1ef50f6ca63f,Gom từ file Shopee sales_info
3828599336,16213885180,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 nút PMO TRẮNG,,3828599336-10,65000,99,,https://cf.shopee.vn/file/518144984edd10d8317520e084167ecd,Gom từ file Shopee sales_info
3828599336,53566113892,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,Dây Trắng 1.0,,3828599336-11,65000,99,,https://cf.shopee.vn/file/cf760f0caa57db00a59f4060ef5501e9,Gom từ file Shopee sales_info
3828599336,172529846467,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 HH Cúc Tia sét,,3828599336-12,65000,99,,https://cf.shopee.vn/file/9252de884ae573e17bc30ca5f52b8505,Gom từ file Shopee sales_info
3828599336,53566113893,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 HH Cúc Trắng,,3828599336-13,65000,99,,https://cf.shopee.vn/file/c619e26890a5d052d26b3999da1ce512,Gom từ file Shopee sales_info
3828599336,172529846468,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 Tag treo hoa cúc,,3828599336-14,50000,99,,https://cf.shopee.vn/file/0b53ca538cd73794ed24bea8297024af,Gom từ file Shopee sales_info
3828599336,53566113891,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,Dây Đen 1.0,,3828599336-15,65000,99,,https://cf.shopee.vn/file/b6f3b4e2a6dc5e8c4e67c10c2a0f8cd3,Gom từ file Shopee sales_info
3828599336,162536171962,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,Dây Đen 2.0,,3828599336-16,65000,99,,https://cf.shopee.vn/file/22647636e9051c4d6b58953afbc87f65,Gom từ file Shopee sales_info
3828599336,16213885179,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 nút DAISY TRẮNG,,3828599336-17,65000,99,,https://cf.shopee.vn/file/513e986b27651ff41f521c573721f640,Gom từ file Shopee sales_info
3828599336,16213885178,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 nút PMO ĐEN,,3828599336-18,65000,99,,https://cf.shopee.vn/file/4f3dd413d148e3367a2aa072a8449458,Gom từ file Shopee sales_info
3828599336,172529846469,Phụ Kiện Air Force 1 Para Noise (Peaceminusone)- Nút Giày PMO,2 Lacetags Cúc,,3828599336-19,45000,99,,https://cf.shopee.vn/file/c6bd52ffc98decc015bbe697f9c54a43,Gom từ file Shopee sales_info
3954286687,51151579059,Phụ kiện Sticker Trang Trí Giày,4 dấu,,3954286687-1,25000,99,,https://cf.shopee.vn/file/347af2ed4cee81b32d1b071179bfcc95,Gom từ file Shopee sales_info
3954286687,51151579058,Phụ kiện Sticker Trang Trí Giày,4 Vòng Xoắn,,3954286687-2,25000,99,,https://cf.shopee.vn/file/59052106c30391ea4fbd69b892ba63cc,Gom từ file Shopee sales_info
4047309539,21588494123,Dây Giày Dây Giày Chuck Taylor All Star 1970 Psy-Kicks - Dây Giày 1970s Âm Dương,"Đen,160cm",,4047309539-1,45000,99,,https://cf.shopee.vn/file/0cef0e54a1cae95f1f15da80cddd9921,Gom từ file Shopee sales_info
4047309539,21588494124,Dây Giày Dây Giày Chuck Taylor All Star 1970 Psy-Kicks - Dây Giày 1970s Âm Dương,"Trắng,120cm",,4047309539-2,35000,99,,https://cf.shopee.vn/file/c6892222945c4f4f2b608dd7824f3426,Gom từ file Shopee sales_info
4047309539,21588494125,Dây Giày Dây Giày Chuck Taylor All Star 1970 Psy-Kicks - Dây Giày 1970s Âm Dương,"Trắng,140cm",,4047309539-3,40000,99,,https://cf.shopee.vn/file/c6892222945c4f4f2b608dd7824f3426,Gom từ file Shopee sales_info
4047309539,21588494126,Dây Giày Dây Giày Chuck Taylor All Star 1970 Psy-Kicks - Dây Giày 1970s Âm Dương,"Trắng,160cm",,4047309539-4,45000,99,,https://cf.shopee.vn/file/c6892222945c4f4f2b608dd7824f3426,Gom từ file Shopee sales_info
4047309539,21588494127,Dây Giày Dây Giày Chuck Taylor All Star 1970 Psy-Kicks - Dây Giày 1970s Âm Dương,"Đen,120cm",,4047309539-5,35000,99,,https://cf.shopee.vn/file/0cef0e54a1cae95f1f15da80cddd9921,Gom từ file Shopee sales_info
4047309539,21588494122,Dây Giày Dây Giày Chuck Taylor All Star 1970 Psy-Kicks - Dây Giày 1970s Âm Dương,"Đen,140cm",,4047309539-6,40000,99,,https://cf.shopee.vn/file/0cef0e54a1cae95f1f15da80cddd9921,Gom từ file Shopee sales_info
